"","caseid","government_should_regulate_businesses_wave_1","racial_discrimination_hurts_black_people_wave_1","immigrants_strengthen_country_wave_1","corporations_make_too_much_profit_wave_1","homosexuality_should_be_accepted_wave_1","stricter_environmental_laws_damaging_wave_1","government_wasteful_inefficient_wave_1","poor_people_have_it_easy_wave_1","government_cannot_afford_to_help_needy_wave_1","best_way_peace_military_strength_wave_1","government_should_regulate_businesses_wave_5","racial_discrimination_hurts_black_people_wave_5","immigrants_strengthen_country_wave_5","corporations_make_too_much_profit_wave_5","homosexuality_should_be_accepted_wave_5","stricter_environmental_laws_damaging_wave_5","government_wasteful_inefficient_wave_5","poor_people_have_it_easy_wave_5","government_cannot_afford_to_help_needy_wave_5","best_way_peace_military_strength_wave_5","treat","bot_followers","substantive_question_correct_wave_2","substantive_question_correct_wave_3","substantive_question_correct_wave_4","animal_correct_wave_2","animal_correct_wave_3","animal_correct_wave_4","party_id_wave_1","party_id_weak_strong_wave_1","political_wave_1","freq_twitter_wave_1","bin_maker","percent_co_party","ideo_homogeneity_offline","friends_count_wave_1","gender","education","family_income","birth_year","northeast","north_central","south","west","endtime_wave_5","how_often_visit_twitter_wave_1","how_often_visit_twitter_wave_5","ideology_seven_point_wave_1","ideology_seven_point_wave_5"
"779",779,7,5,7,4,7,1,5,1,1,6,7,4,6,5,7,1,6,2,1,6,0,0,0,NA,0,0,NA,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,50,837,2,5,12,1974,0,0,1,0,2017-11-19 08:57:41.416853,1,1,2,2
"780",780,5,5,5,7,5,3,5,4,3,3,6,5,5,7,6,4,6,5,3,2,1,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,50,837,2,2,NA,1974,1,0,0,0,2017-11-18 13:28:09.280731,1,1,4,3
"781",781,7,7,6,7,7,1,5,1,1,1,7,7,6,7,7,1,5,1,1,1,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,75,837,2,6,6,1984.5,0,0,1,0,2017-11-19 13:00:42.17318,1,1,1,1
"782",782,6,4,6,3,7,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,60,837,2,6,4,NA,0,0,0,1,NA,1,NA,2,NA
"783",783,7,3,7,7,7,2,3,1,1,5,7,1,6,7,7,2,3,1,3,2,1,1,1,1,1,1,0,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,50,837,1,5,NA,1984.5,0,0,1,0,2017-11-20 15:36:44.560156,1,1,3,3
"784",784,7,7,7,5,7,2,2,1,1,5,6,6,7,5,7,1,3,1,1,5,1,1,1,0,1,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,55,837,1,3,11,NA,0,1,0,0,2017-11-20 12:14:30.675512,1,1,2,2
"785",785,7,5,7,7,7,2,5,3,4,4,6,3,7,7,7,2,5,5,2,2,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,50,837,2,5,NA,1964,1,0,0,0,2017-11-19 03:56:19.458271,1,1,4,4
"786",786,5,5,5,2,6,3,3,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,50,837,2,6,NA,1995,0,0,1,0,NA,1,NA,4,NA
"787",787,4,7,7,7,7,1,5,1,2,1,6,6,7,7,7,1,4,1,1,1,1,0,0,0,0,1,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,1,6,7,1984.5,1,0,0,0,2017-11-18 11:23:34.11875,1,1,2,1
"788",788,6,5,4,4,6,2,5,3,3,5,6,5,5,4,5,2,5,3,4,4,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,75,837,2,4,3,1964,0,1,0,0,2017-11-18 11:31:06.319674,1,4,2,3
"789",789,7,6,6,7,7,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,40,837,1,3,NA,1984.5,0,1,0,0,NA,1,NA,2,NA
"790",790,7,2,7,2,6,1,3,2,3,6,6,2,7,2,6,2,2,3,2,6,1,1,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.833333333333333,90,837,1,5,NA,NA,0,0,0,1,2017-11-18 13:40:44.93049,1,3,4,3
"791",791,5,5,2,2,7,6,6,4,3,7,5,3,4,5,7,6,7,5,4,7,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,65,837,1,6,7,1943.5,1,0,0,0,2017-11-18 11:21:59.297592,1,1,4,3
"792",792,6,5,6,4,6,1,4,2,2,4,7,5,6,4,7,2,2,2,2,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,40,837,1,5,NA,1964,0,0,1,0,2017-11-22 19:17:00.226797,1,1,2,2
"793",793,6,5,7,5,6,1,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,65,837,1,5,12,1954,0,0,0,1,NA,1,NA,2,NA
"794",794,3,1,2,7,1,4,7,5,4,6,4,2,1,7,1,4,4,4,5,6,1,1,0,0,0,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.935475687739763,70,837,1,5,2,1943.5,0,NA,1,0,2017-11-18 16:51:26.590227,1,1,4,5
"795",795,2,2,2,1,2,5,7,3,6,7,3,1,3,1,3,3,7,6,5,7,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.040487115786735,5,837,1,5,NA,1954,1,0,0,0,2017-11-18 11:36:02.714436,1,1,6,6
"796",796,6,6,7,5,7,2,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,1,6,9,1954,0,0,1,0,NA,1,NA,1,NA
"797",797,4,7,7,4,7,2,2,2,1,1,4,6,7,6,7,3,4,1,2,2,1,1,1,1,0,1,1,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.981468663611521,95,837,2,6,12,NA,0,0,0,1,2017-11-20 12:26:32.447775,1,1,1,2
"798",798,6,3,5,6,1,5,5,2,3,5,6,3,2,6,1,3,6,3,6,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.921787814395047,60,837,1,5,11,NA,0,0,1,0,2017-11-18 14:31:53.655123,1,1,4,4
"799",799,5,5,6,4,7,3,6,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,80,837,2,6,14,1964,1,0,0,0,NA,1,NA,4,NA
"800",800,5,5,6,5,6,4,2,1,3,5,5,5,5,6,6,5,3,2,3,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,50,837,1,5,12,1954,1,0,0,0,2017-11-20 12:47:11.894472,1,2,3,3
"801",801,7,1,4,7,4,5,5,1,2,5,1,5,5,1,4,6,5,2,1,7,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.833333333333333,50,837,1,5,5,NA,1,0,0,0,2017-11-18 17:01:54.228989,1,2,4,3
"802",802,5,6,6,3,7,1,1,1,2,3,7,6,6,5,7,1,2,1,2,2,1,1,1,1,1,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.974110858592699,50,837,1,5,11,1954,1,0,0,0,2017-11-20 17:09:03.515903,1,1,2,2
"803",803,7,7,7,4,7,1,2,1,1,1,7,7,6,5,7,1,3,1,2,1,1,1,0,0,0,1,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,25,837,2,6,5,1984.5,1,0,0,0,2017-11-20 11:46:02.613672,1,1,2,2
"804",804,2,2,7,5,7,2,4,5,4,3,5,2,6,7,7,2,4,2,1,5,1,1,1,0,0,0,1,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,90,837,1,5,8,1954,0,0,0,1,2017-11-18 11:56:17.985113,1,1,3,2
"805",805,6,6,6,5,5,2,3,2,2,2,7,6,6,5,5,2,2,2,2,3,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.85906713072826,60,837,1,NA,8,1964,1,0,0,0,2017-11-20 12:01:43.903973,1,1,4,3
"806",806,3,2,7,7,7,2,5,1,2,3,3,6,6,7,6,7,5,2,1,3,1,1,1,1,1,1,1,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,100,837,2,6,NA,1954,0,1,0,0,2017-11-19 14:40:52.394991,1,1,4,4
"807",807,7,6,6,6,7,1,2,1,1,1,7,4,7,4,7,1,4,1,1,4,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,90,NA,1,3,6,1964,0,0,0,1,2017-11-19 01:35:23.114208,1,1,2,3
"808",808,5,5,7,3,7,3,2,1,3,7,4,5,5,5,7,3,2,3,3,6,0,0,NA,0,0,NA,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,30,837,1,5,NA,1995,1,0,0,0,2017-11-22 18:18:48.025227,1,1,3,4
"809",809,6,5,7,3,6,2,4,1,4,5,6,5,7,3,6,3,5,1,3,5,0,0,0,0,NA,0,0,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,1,6,9,1954,0,0,1,0,2017-11-22 11:45:06.965158,1,1,3,3
"810",810,5,2,6,7,6,1,5,2,1,4,5,2,6,7,6,1,7,5,2,3,1,1,0,1,1,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,50,837,2,5,NA,1954,0,1,0,0,2017-11-19 18:26:52.479855,1,1,2,2
"811",811,6,3,7,4,7,2,4,1,1,1,5,3,7,5,6,1,2,2,1,5,1,0,0,NA,0,0,NA,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,5,837,1,6,11,1984.5,0,0,1,0,2017-11-20 12:40:42.852709,1,3,3,3
"812",812,5,5,7,3,7,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,2,5,7,1995,1,0,0,0,NA,1,NA,3,NA
"813",813,7,7,7,5,7,1,1,1,1,3,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,50,837,1,6,9,NA,0,1,0,0,2017-11-19 07:57:17.042463,1,1,2,1
"814",814,7,6,7,7,7,1,2,1,1,2,7,6,7,7,7,1,1,1,1,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,80,837,2,5,4,NA,0,0,0,1,2017-11-20 06:34:40.230398,1,2,2,2
"815",815,6,6,7,7,7,1,2,1,1,1,6,6,7,7,7,1,2,1,1,1,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.978589169171047,65,837,2,NA,9,1974,1,0,0,0,2017-11-20 05:04:11.795856,1,1,1,1
"816",816,5,5,5,3,7,3,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,0,NA,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.88973440023354,50,837,2,NA,14,1974,1,0,0,0,NA,1,NA,3,NA
"817",817,5,5,4,4,6,2,2,1,4,2,6,4,5,6,7,2,2,1,4,2,1,1,1,1,1,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,70,837,2,5,4,1995,0,0,1,0,2017-11-20 16:34:56.940805,1,1,2,2
"818",818,7,6,6,3,7,2,2,2,2,5,6,5,6,4,7,2,1,2,2,5,1,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,90,837,1,6,10,1954,0,0,0,1,2017-11-19 17:25:54.02429,1,1,2,2
"819",819,6,6,6,6,7,3,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,NA,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,2,5,11,1984.5,0,1,0,0,NA,1,NA,3,NA
"820",820,7,7,7,7,7,1,2,1,1,1,7,7,7,7,7,1,1,1,1,1,1,1,1,0,NA,1,1,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,85,837,1,3,NA,1995,0,1,0,0,2017-11-18 11:54:01.647684,1,1,1,1
"821",821,7,7,7,7,7,1,5,1,1,1,7,7,7,7,7,1,2,1,1,2,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.928571428571429,85,837,2,5,8,NA,0,0,0,1,2017-11-18 11:48:23.563192,1,1,1,1
"822",822,7,3,6,4,7,1,2,1,1,5,7,4,6,4,7,1,2,1,1,6,1,1,1,1,1,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.88973440023354,65,837,1,6,11,NA,1,0,0,0,2017-11-20 12:09:38.111572,1,1,2,3
"823",823,2,6,6,7,4,2,5,1,1,4,4,5,6,6,4,4,6,3,1,5,1,1,1,1,1,1,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,80,837,2,5,10,1974,0,0,1,0,2017-11-20 17:14:57.778551,1,6,4,4
"824",824,5,7,5,3,6,3,3,1,3,3,5,7,2,2,4,3,3,1,3,4,0,0,0,0,NA,0,0,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.622132900656391,50,837,2,5,11,NA,0,0,1,0,2017-11-21 06:56:15.344009,1,1,3,3
"825",825,6,6,6,5,6,2,3,1,3,2,6,5,6,4,6,2,2,1,1,5,1,1,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,75,837,2,6,11,1984.5,0,0,1,0,2017-11-22 11:50:25.62722,1,1,2,2
"826",826,6,5,6,5,7,1,4,2,3,2,6,6,4,6,7,1,4,1,2,3,1,1,1,1,0,1,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.953370110684001,85,837,1,5,13,NA,0,0,1,0,2017-11-18 11:44:46.105869,1,1,3,3
"827",827,6,5,5,7,6,2,3,3,5,1,6,5,6,7,6,2,2,1,2,2,0,0,0,0,NA,0,0,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",NA,60,837,1,5,6,1995,0,NA,1,0,2017-11-20 12:30:49.567823,1,1,3,3
"828",828,5,6,7,6,7,1,6,1,1,4,5,5,6,6,7,1,5,2,1,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.942226924901084,40,837,2,NA,3,1974,0,0,0,1,2017-11-20 14:03:56.296652,1,1,2,3
"829",829,7,5,6,7,7,1,4,1,1,1,7,5,7,7,7,1,4,1,1,1,0,0,0,0,0,0,0,0,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,50,837,2,NA,8,1964,0,0,0,1,2017-11-18 22:38:42.510117,1,1,4,4
"830",830,6,6,7,5,7,1,1,1,1,1,6,6,7,7,7,1,2,1,1,1,1,0,1,1,1,0,1,1,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",1,75,837,2,3,3,NA,0,0,1,0,2017-11-18 16:33:53.067785,1,1,2,1
"831",831,6,5,4,6,6,2,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,2,"High News Interest","High Twitter Use","Weak Democrat, High News Interest, High Twitter Use",0.923698089586554,40,837,2,5,NA,1974,0,0,1,0,NA,1,NA,2,NA
"832",832,7,5,6,6,7,1,4,4,2,2,6,4,5,6,7,2,4,3,4,3,1,1,0,0,NA,0,0,NA,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,80,837,2,5,3,1954,0,0,1,0,2017-11-22 17:07:23.387129,3,4,3,3
"833",833,6,6,7,5,7,1,2,1,1,3,7,6,7,6,7,1,4,1,1,3,1,1,1,1,0,0,1,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,70,837,2,6,11,1964,0,0,1,0,2017-11-20 08:00:04.689436,2,2,1,1
"834",834,7,6,7,6,7,2,2,1,2,6,6,6,6,6,6,3,2,2,3,6,1,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0,60,837,2,6,10,1974,0,1,NA,0,2017-11-18 12:07:33.463699,2,1,2,2
"835",835,7,7,7,7,7,1,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,1,NA,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,85,837,2,5,12,1954,0,0,0,1,NA,3,NA,1,NA
"836",836,5,4,6,2,6,1,3,2,2,4,5,6,7,3,7,1,6,2,1,4,1,1,1,1,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,40,837,NA,6,14,1954,0,1,1,0,2017-11-18 12:47:18.141878,2,2,4,4
"837",837,6,6,7,3,7,2,4,3,3,2,6,5,7,4,7,2,4,3,3,2,1,1,1,1,1,1,1,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.898044302386257,70,837,1,6,NA,1964,0,1,0,0,2017-11-18 21:40:34.156778,2,2,2,3
"838",838,6,5,6,6,6,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,25,837,2,5,7,1974,0,1,0,0,NA,3,NA,3,NA
"839",839,2,5,6,4,7,5,7,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,0,0,NA,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,70,837,2,5,NA,1943.5,0,1,0,0,NA,3,NA,2,NA
"840",840,5,4,5,6,6,3,5,1,3,5,5,2,5,6,5,3,6,2,3,4,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,40,837,2,3,4,1943.5,0,0,1,0,2017-11-18 11:38:29.457525,2,3,2,2
"841",841,3,4,3,3,6,5,5,5,5,NA,NA,NA,4,5,NA,NA,5,5,4,NA,1,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,60,837,1,5,NA,1964,1,0,0,0,2017-11-18 11:54:43.768261,2,2,3,3
"842",842,4,2,7,7,2,3,7,1,2,5,6,2,5,7,1,2,7,1,3,5,1,1,1,1,1,1,1,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.5,90,837,2,4,NA,NA,0,0,1,0,2017-11-19 07:45:51.509872,3,4,3,3
"843",843,5,4,6,4,7,1,5,1,2,3,6,4,2,5,6,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,20,837,2,5,NA,1984.5,0,1,0,0,2017-11-18 11:41:40.085209,2,2,2,2
"844",844,6,5,6,5,6,3,5,2,2,4,5,5,5,4,6,3,6,4,3,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.85906713072826,40,837,2,3,NA,1954,0,1,0,0,2017-11-18 12:35:29.994576,3,4,2,3
"845",845,7,6,6,7,6,2,2,2,2,3,6,6,6,6,6,2,3,2,1,3,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0,40,837,1,5,NA,1964,0,1,0,0,2017-11-19 07:58:18.542559,2,2,3,2
"846",846,6,5,7,5,7,2,7,3,4,5,6,5,6,4,7,2,5,5,3,3,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,60,837,1,5,4,1974,0,0,0,1,2017-11-18 13:09:46.652246,2,2,3,2
"847",847,6,3,7,5,5,3,5,5,4,3,5,3,7,7,5,3,5,5,3,5,1,1,1,1,1,1,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.950121422073481,70,837,2,5,NA,1954,1,0,0,0,2017-11-18 13:37:41.730793,2,2,4,4
"848",848,7,5,6,7,7,1,3,1,1,5,7,5,5,6,7,1,2,2,2,4,1,1,1,1,1,1,1,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.90659915520779,60,837,2,5,6,NA,1,0,0,0,2017-11-19 18:58:42.413609,3,1,1,1
"849",849,6,5,7,4,7,1,2,2,3,3,6,4,6,5,7,1,3,2,2,3,1,1,1,1,0,0,1,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0,95,837,1,NA,11,1984.5,0,0,0,1,2017-11-18 11:25:47.461933,2,1,2,2
"850",850,6,6,6,7,7,1,5,1,1,2,7,6,7,7,7,1,5,1,1,1,1,0,1,1,0,0,1,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.923698089586554,50,837,2,3,NA,1995,0,1,0,0,2017-11-18 12:13:07.303436,2,7,2,2
"851",851,5,7,6,7,6,1,5,1,1,2,4,7,4,7,7,1,5,1,1,2,1,1,0,1,1,0,0,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,75,837,2,4,4,1974,0,1,0,0,2017-11-19 07:00:55.4368,2,1,3,4
"852",852,5,5,7,5,7,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0,60,837,1,6,11,NA,0,0,0,1,NA,2,NA,3,NA
"853",853,6,6,7,6,7,1,6,1,1,1,7,7,7,7,7,1,6,1,1,1,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,50,837,1,3,9,1954,0,0,1,0,2017-11-18 17:32:40.449234,3,5,1,1
"854",854,5,3,5,5,5,3,7,1,3,2,6,2,7,7,5,4,3,2,2,2,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.75,55,837,2,NA,5,1964,1,0,0,0,2017-11-18 17:23:10.573393,3,2,4,4
"855",855,7,6,2,7,7,1,5,2,1,1,7,6,5,7,7,1,2,1,1,1,0,0,0,NA,0,0,NA,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,50,837,2,6,9,1984.5,1,0,0,0,2017-11-18 13:26:37.678953,2,2,2,2
"856",856,6,5,6,6,7,1,4,1,2,4,6,5,6,6,7,1,4,1,2,5,1,1,0,0,0,1,0,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.90659915520779,45,837,1,NA,2,1954,1,0,0,0,2017-11-20 07:38:42.598684,3,3,2,1
"857",857,6,6,5,7,7,3,5,1,2,1,2,5,3,6,7,5,6,1,1,2,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.937329390354868,50,837,2,4,3,NA,0,1,0,0,2017-11-18 12:06:38.122881,2,2,3,3
"858",858,5,6,6,5,7,2,5,2,4,2,5,5,6,5,6,2,3,3,NA,3,1,1,1,0,0,1,1,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,40,837,2,5,7,1954,0,1,0,0,2017-11-18 17:23:13.979725,2,2,4,4
"859",859,6,5,6,7,7,1,6,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,0,NA,NA,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.909090909090909,50,837,1,NA,1,1954,0,0,1,0,NA,3,NA,4,NA
"860",860,7,6,6,7,7,2,2,1,2,3,7,6,7,7,7,2,1,1,1,3,1,1,1,1,0,0,1,1,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,90,837,1,NA,8,1964,0,1,0,0,2017-11-18 15:00:14.145231,2,1,1,1
"861",861,5,4,7,6,7,3,2,1,1,6,5,4,6,7,7,3,3,1,1,5,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",0.937329390354868,85,837,1,6,12,NA,0,0,0,1,2017-11-18 11:43:08.456215,2,1,4,4
"862",862,4,5,7,3,7,1,6,1,1,1,5,6,7,7,7,1,5,1,1,1,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,65,837,1,5,5,1984.5,0,0,1,0,2017-11-18 12:13:52.833096,2,3,2,2
"863",863,5,3,7,7,6,1,3,1,2,3,5,6,7,5,7,1,3,1,1,2,0,0,0,0,0,0,0,0,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",1,80,837,2,6,NA,1954,0,0,1,0,2017-11-18 12:14:33.229513,2,2,2,2
"864",864,5,5,5,5,2,3,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,1,2,"High News Interest","Not High Twitter Use","Weak Democrat, High News Interest, Not High Twitter Use",NA,40,837,1,5,10,1954,0,1,0,0,NA,3,NA,5,NA
